"medal_id","discipline_title","slug_game","event_title","event_gender","medal_type","participant_type","participant_title","athlete_url","athlete_full_name","country_name","country_code","country_3_letter_code"
6467,"Shooting","athens-2004","skeet (125 targets) men","Men","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/marko-kemppainen","Marko KEMPPAINEN","Finland","FI","FIN"
6468,"Shooting","athens-2004","skeet (125 targets) men","Men","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/juan-miguel-rodriguez-martinez","Juan Miguel RODRIGUEZ MARTINEZ","Cuba","CU","CUB"
6469,"Shooting","athens-2004","double trap 120 targets women","Women","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/kimberly-rhode","Kimberly RHODE","United States of America","US","USA"
6470,"Shooting","athens-2004","double trap 120 targets women","Women","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/bo-na-lee","Bo Na LEE","Republic of Korea","KR","KOR"
6471,"Shooting","athens-2004","double trap 120 targets women","Women","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/e-gao","E GAO","People's Republic of China","CN","CHN"
6472,"Shooting","athens-2004","50m pistol 60 shots men","Men","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/mikhail-nestruev","Mikhail NESTRUEV","Russian Federation","RU","RUS"
6473,"Shooting","athens-2004","50m pistol 60 shots men","Men","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/jong-oh-jin","Jong Oh JIN","Republic of Korea","KR","KOR"
6474,"Shooting","athens-2004","50m pistol 60 shots men","Men","BRONZE","Athlete",NULL,NULL,"Jong-Su Kim","Democratic People's Republic of Korea","KP","PRK"
6475,"Shooting","athens-2004","trap 125 targets men","Men","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/alexei-alipov","Alexei ALIPOV","Russian Federation","RU","RUS"
6476,"Shooting","athens-2004","trap 125 targets men","Men","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/giovanni-pellielo","Giovanni PELLIELO","Italy","IT","ITA"
6477,"Shooting","athens-2004","trap 125 targets men","Men","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/adam-vella","Adam VELLA","Australia","AU","AUS"
6478,"Shooting","athens-2004","trap 75 targets women","Women","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/suzanne-balogh","Suzanne BALOGH","Australia","AU","AUS"
6479,"Shooting","athens-2004","trap 75 targets women","Women","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/maria-quintanal-zubizarreta","Maria QUINTANAL ZUBIZARRETA","Spain","ES","ESP"
6480,"Shooting","athens-2004","trap 75 targets women","Women","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/bo-na-lee","Bo Na LEE","Republic of Korea","KR","KOR"
6481,"Shooting","athens-2004","10m air pistol 60 shots men","Men","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/yifu-wang","Yifu WANG","People's Republic of China","CN","CHN"
6482,"Shooting","athens-2004","10m air pistol 60 shots men","Men","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/mikhail-nestruev","Mikhail NESTRUEV","Russian Federation","RU","RUS"
6483,"Shooting","athens-2004","10m air pistol 60 shots men","Men","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/vladimir-isakov","Vladimir ISAKOV","Russian Federation","RU","RUS"
6484,"Shooting","athens-2004","skeet 75 targets women","Women","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/diana-igaly","Diana IGALY","Hungary","HU","HUN"
6485,"Shooting","athens-2004","skeet 75 targets women","Women","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/ning-wei","Ning WEI","People's Republic of China","CN","CHN"
6486,"Shooting","athens-2004","skeet 75 targets women","Women","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/zemfira-meftakhetdinova","Zemfira MEFTAKHETDINOVA","Azerbaijan","AZ","AZE"
6487,"Shooting","athens-2004","double trap 150 targets men","Men","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/shaikh-ahmed-almaktoum","Shaikh Ahmed ALMAKTOUM","United Arab Emirates","AE","UAE"
6488,"Shooting","athens-2004","double trap 150 targets men","Men","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/rajyavardhan-s-rathore","Rajyavardhan S. RATHORE","India","IN","IND"
6489,"Shooting","athens-2004","double trap 150 targets men","Men","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/zheng-wang","Zheng WANG","People's Republic of China","CN","CHN"
6490,"Shooting","athens-2004","10m running target 3030 shot men","Men","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/manfred-kurzer","Manfred KURZER","Germany","DE","GER"
6491,"Shooting","athens-2004","10m running target 3030 shot men","Men","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/alexander-blinov","Alexander BLINOV","Russian Federation","RU","RUS"
6492,"Shooting","athens-2004","10m running target 3030 shot men","Men","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/dimitri-lykin","Dimitri LYKIN","Russian Federation","RU","RUS"
6493,"Shooting","athens-2004","50m rifle prone 60 shots men","Men","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/matthew-emmons","Matthew EMMONS","United States of America","US","USA"
6494,"Shooting","athens-2004","50m rifle prone 60 shots men","Men","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/christian-lusch","Christian LUSCH","Germany","DE","GER"
6495,"Shooting","athens-2004","50m rifle prone 60 shots men","Men","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/sergei-martynov","Sergei MARTYNOV","Belarus","BY","BLR"
6496,"Shooting","athens-2004","50m rifle 3 positions 3x40 shots men","Men","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/zhanbo-jia","Zhanbo JIA","People's Republic of China","CN","CHN"
6497,"Shooting","athens-2004","50m rifle 3 positions 3x40 shots men","Men","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/michael-anti","Michael ANTI","United States of America","US","USA"
6498,"Shooting","athens-2004","50m rifle 3 positions 3x40 shots men","Men","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/christian-planer","Christian PLANER","Austria","AT","AUT"
6499,"Shooting","athens-2004","25m rapid fire pistol 60 shots men","Men","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/ralf-schumann","Ralf SCHUMANN","Germany","DE","GER"
6500,"Shooting","athens-2004","25m rapid fire pistol 60 shots men","Men","SILVER","Athlete",NULL,NULL,"Sergey Polyakov","Russian Federation","RU","RUS"
6501,"Shooting","athens-2004","25m rapid fire pistol 60 shots men","Men","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/sergei-alifirenko-1","Sergei ALIFIRENKO","Russian Federation","RU","RUS"
6502,"Cycling Mountain Bike","athens-2004","cross-country women","Women","GOLD","Athlete",NULL,NULL,"Gunn Rita Dahle-Flesjå","Norway","NO","NOR"
6503,"Cycling Mountain Bike","athens-2004","cross-country women","Women","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/marie-helene-premont","Marie-Helene PREMONT","Canada","CA","CAN"
6504,"Cycling Mountain Bike","athens-2004","cross-country women","Women","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/sabine-spitz","Sabine SPITZ","Germany","DE","GER"
6505,"Cycling Mountain Bike","athens-2004","cross-country men","Men","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/julien-absalon","Julien ABSALON","France","FR","FRA"
6506,"Cycling Mountain Bike","athens-2004","cross-country men","Men","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/jose-antonio-hermida-ramos","Jose Antonio HERMIDA RAMOS","Spain","ES","ESP"
6507,"Cycling Mountain Bike","athens-2004","cross-country men","Men","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/bart-brentjens","Bart BRENTJENS","Netherlands","NL","NED"
6508,"Equestrian Jumping","athens-2004","team mixed","Open","GOLD","GameTeam","United States team",NULL,NULL,"United States of America","US","USA"
6509,"Equestrian Jumping","athens-2004","team mixed","Open","SILVER","GameTeam","Sweden team",NULL,NULL,"Sweden","SE","SWE"
6510,"Equestrian Jumping","athens-2004","team mixed","Open","BRONZE","GameTeam","Germany team",NULL,NULL,"Germany","DE","GER"
6511,"Equestrian Jumping","athens-2004","individual mixed","Open","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/rodrigo-pessoa","Rodrigo PESSOA","Brazil","BR","BRA"
6512,"Equestrian Jumping","athens-2004","individual mixed","Open","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/chris-kappler","Chris KAPPLER","United States of America","US","USA"
6513,"Equestrian Jumping","athens-2004","individual mixed","Open","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/marco-kutscher","Marco KUTSCHER","Germany","DE","GER"
6514,"Modern Pentathlon","athens-2004","Individual Competition women","Women","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/zsuzsanna-voros","Zsuzsanna VOROS","Hungary","HU","HUN"
6515,"Modern Pentathlon","athens-2004","Individual Competition women","Women","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/elena-rublevska","Elena RUBLEVSKA","Latvia","LV","LAT"
6516,"Modern Pentathlon","athens-2004","Individual Competition women","Women","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/georgina-harland","Georgina HARLAND","Great Britain","GB","GBR"
6517,"Modern Pentathlon","athens-2004","Individual competition men","Men","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/andrey-moiseev","Andrey MOISEEV","Russian Federation","RU","RUS"
6518,"Modern Pentathlon","athens-2004","Individual competition men","Men","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/andrejus-zadneprovskis","Andrejus ZADNEPROVSKIS","Lithuania","LT","LTU"
6519,"Modern Pentathlon","athens-2004","Individual competition men","Men","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/libor-capalini","Libor CAPALINI","Czech Republic","CZ","CZE"
6520,"Gymnastics Artistic","athens-2004","vault women","Women","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/monica-rosu","Monica ROSU","Romania","RO","ROU"
6521,"Gymnastics Artistic","athens-2004","vault women","Women","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/annia-hatch","Annia HATCH","United States of America","US","USA"
6522,"Gymnastics Artistic","athens-2004","vault women","Women","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/anna-pavlova","Anna PAVLOVA","Russian Federation","RU","RUS"
6523,"Gymnastics Artistic","athens-2004","rings men","Men","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/dimosthenis-tampakos","Dimosthenis TAMPAKOS","Greece","GR","GRE"
6524,"Gymnastics Artistic","athens-2004","rings men","Men","SILVER","Athlete",NULL,NULL,"Yordan Yovchev","Bulgaria","BG","BUL"
6525,"Gymnastics Artistic","athens-2004","rings men","Men","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/juri-chechi","Juri CHECHI","Italy","IT","ITA"
6526,"Gymnastics Artistic","athens-2004","individual all-round men","Men","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/paul-hamm","Paul HAMM","United States of America","US","USA"
6527,"Gymnastics Artistic","athens-2004","individual all-round men","Men","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/dae-eun-kim","Dae Eun KIM","Republic of Korea","KR","KOR"
6528,"Gymnastics Artistic","athens-2004","individual all-round men","Men","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/taeyoung-yang","Taeyoung YANG","Republic of Korea","KR","KOR"
6529,"Gymnastics Artistic","athens-2004","team competition women","Women","GOLD","GameTeam","Romania team",NULL,NULL,"Romania","RO","ROU"
6530,"Gymnastics Artistic","athens-2004","team competition women","Women","SILVER","GameTeam","United States team",NULL,NULL,"United States of America","US","USA"
6531,"Gymnastics Artistic","athens-2004","team competition women","Women","BRONZE","GameTeam","Russian Federation team",NULL,NULL,"Russian Federation","RU","RUS"
6532,"Gymnastics Artistic","athens-2004","balance beam women","Women","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/catalina-ponor","Catalina PONOR","Romania","RO","ROU"
6533,"Gymnastics Artistic","athens-2004","balance beam women","Women","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/carly-patterson","Carly PATTERSON","United States of America","US","USA"
6534,"Gymnastics Artistic","athens-2004","balance beam women","Women","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/alexandra-georgiana-eremia","Alexandra Georgiana EREMIA","Romania","RO","ROU"
6535,"Gymnastics Artistic","athens-2004","floor exercises women","Women","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/catalina-ponor","Catalina PONOR","Romania","RO","ROU"
6536,"Gymnastics Artistic","athens-2004","floor exercises women","Women","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/nicoleta-daniela-sofronie","Nicoleta Daniela SOFRONIE","Romania","RO","ROU"
6537,"Gymnastics Artistic","athens-2004","floor exercises women","Women","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/patricia-moreno","Patricia MORENO","Spain","ES","ESP"
6538,"Gymnastics Artistic","athens-2004","pommel horse men","Men","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/haibin-teng","Haibin TENG","People's Republic of China","CN","CHN"
6539,"Gymnastics Artistic","athens-2004","pommel horse men","Men","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/marius-daniel-urzica","Marius Daniel URZICA","Romania","RO","ROU"
6540,"Gymnastics Artistic","athens-2004","pommel horse men","Men","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/takehiro-kashima","Takehiro KASHIMA","Japan","JP","JPN"
6541,"Gymnastics Artistic","athens-2004","parallel bars men","Men","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/valeriy-goncharov","Valeriy GONCHAROV","Ukraine","UA","UKR"
6542,"Gymnastics Artistic","athens-2004","parallel bars men","Men","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/hiroyuki-tomita","Hiroyuki TOMITA","Japan","JP","JPN"
6543,"Gymnastics Artistic","athens-2004","parallel bars men","Men","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/xiaopeng-li","Xiaopeng LI","People's Republic of China","CN","CHN"
6544,"Gymnastics Artistic","athens-2004","individual all-round women","Women","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/carly-patterson","Carly PATTERSON","United States of America","US","USA"
6545,"Gymnastics Artistic","athens-2004","individual all-round women","Women","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/svetlana-khorkina","Svetlana KHORKINA","Russian Federation","RU","RUS"
6546,"Gymnastics Artistic","athens-2004","individual all-round women","Women","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/nan-zhang-1","Nan ZHANG","People's Republic of China","CN","CHN"
6547,"Gymnastics Artistic","athens-2004","team competition men","Men","GOLD","GameTeam","Japan team",NULL,NULL,"Japan","JP","JPN"
6548,"Gymnastics Artistic","athens-2004","team competition men","Men","SILVER","GameTeam","United States team",NULL,NULL,"United States of America","US","USA"
6549,"Gymnastics Artistic","athens-2004","team competition men","Men","BRONZE","GameTeam","Romania team",NULL,NULL,"Romania","RO","ROU"
6550,"Gymnastics Artistic","athens-2004","vault men","Men","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/gervasio-deferr","Gervasio DEFERR","Spain","ES","ESP"
6551,"Gymnastics Artistic","athens-2004","vault men","Men","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/evgeni-sapronenko","Evgeni SAPRONENKO","Latvia","LV","LAT"
6552,"Gymnastics Artistic","athens-2004","vault men","Men","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/marian-dragulescu","Marian DRAGULESCU","Romania","RO","ROU"
6553,"Gymnastics Artistic","athens-2004","floor exercises men","Men","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/kyle-shewfelt","Kyle SHEWFELT","Canada","CA","CAN"
6554,"Gymnastics Artistic","athens-2004","floor exercises men","Men","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/marian-dragulescu","Marian DRAGULESCU","Romania","RO","ROU"
6555,"Gymnastics Artistic","athens-2004","floor exercises men","Men","BRONZE","Athlete",NULL,NULL,"Yordan Yovchev","Bulgaria","BG","BUL"
6556,"Gymnastics Artistic","athens-2004","uneven bars women","Women","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/emilie-lepennec","Emilie LEPENNEC","France","FR","FRA"
6557,"Gymnastics Artistic","athens-2004","uneven bars women","Women","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/terin-humphrey","Terin HUMPHREY","United States of America","US","USA"
6558,"Gymnastics Artistic","athens-2004","uneven bars women","Women","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/courtney-kupets","Courtney KUPETS","United States of America","US","USA"
6559,"Gymnastics Artistic","athens-2004","horizontal bar men","Men","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/igor-cassina","Igor CASSINA","Italy","IT","ITA"
6560,"Gymnastics Artistic","athens-2004","horizontal bar men","Men","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/paul-hamm","Paul HAMM","United States of America","US","USA"
6561,"Gymnastics Artistic","athens-2004","horizontal bar men","Men","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/isao-yoneda","Isao YONEDA","Japan","JP","JPN"
6562,"Hockey","athens-2004","hockey women","Women","GOLD","GameTeam","Germany team",NULL,NULL,"Germany","DE","GER"
6563,"Hockey","athens-2004","hockey women","Women","SILVER","GameTeam","Netherlands team",NULL,NULL,"Netherlands","NL","NED"
6564,"Hockey","athens-2004","hockey women","Women","BRONZE","GameTeam","Argentina team",NULL,NULL,"Argentina","AR","ARG"
6565,"Hockey","athens-2004","hockey men","Men","GOLD","GameTeam","Australia team",NULL,NULL,"Australia","AU","AUS"
6566,"Hockey","athens-2004","hockey men","Men","SILVER","GameTeam","Netherlands team",NULL,NULL,"Netherlands","NL","NED"
6567,"Hockey","athens-2004","hockey men","Men","BRONZE","GameTeam","Germany team",NULL,NULL,"Germany","DE","GER"
6568,"Fencing","athens-2004","sabre individual men","Men","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/aldo-montano","Aldo MONTANO","Italy","IT","ITA"
6569,"Fencing","athens-2004","sabre individual men","Men","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/zsolt-nemcsik","Zsolt NEMCSIK","Hungary","HU","HUN"
6570,"Fencing","athens-2004","sabre individual men","Men","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/vladislav-tretiak","Vladislav TRETIAK","Ukraine","UA","UKR"
6571,"Fencing","athens-2004","épée individual men","Men","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/marcel-fischer","Marcel FISCHER","Switzerland","CH","SUI"
6572,"Fencing","athens-2004","épée individual men","Men","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/lei-wang-3","Lei WANG","People's Republic of China","CN","CHN"
6573,"Fencing","athens-2004","épée individual men","Men","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/pavel-kolobkov","Pavel KOLOBKOV","Russian Federation","RU","RUS"
6574,"Fencing","athens-2004","sabre team men","Men","GOLD","GameTeam","France team",NULL,NULL,"France","FR","FRA"
6575,"Fencing","athens-2004","sabre team men","Men","SILVER","GameTeam","Italy team",NULL,NULL,"Italy","IT","ITA"
6576,"Fencing","athens-2004","sabre team men","Men","BRONZE","GameTeam","Russian Federation team",NULL,NULL,"Russian Federation","RU","RUS"
6577,"Fencing","athens-2004","épée team men","Men","GOLD","GameTeam","France team",NULL,NULL,"France","FR","FRA"
6578,"Fencing","athens-2004","épée team men","Men","SILVER","GameTeam","Hungary team",NULL,NULL,"Hungary","HU","HUN"
6579,"Fencing","athens-2004","épée team men","Men","BRONZE","GameTeam","Germany team",NULL,NULL,"Germany","DE","GER"
6580,"Fencing","athens-2004","sabre individual women","Women","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/mariel-zagunis","Mariel ZAGUNIS","United States of America","US","USA"
6581,"Fencing","athens-2004","sabre individual women","Women","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/xue-tan","Xue TAN","People's Republic of China","CN","CHN"
6582,"Fencing","athens-2004","sabre individual women","Women","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/sada-jacobson","Sada JACOBSON","United States of America","US","USA"
6583,"Fencing","athens-2004","foil individual women","Women","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/maria-valentina-vezzali","Maria Valentina VEZZALI","Italy","IT","ITA"
6584,"Fencing","athens-2004","foil individual women","Women","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/giovanna-trillini","Giovanna TRILLINI","Italy","IT","ITA"
6585,"Fencing","athens-2004","foil individual women","Women","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/sylwia-gruchala-1","Sylwia GRUCHALA","Poland","PL","POL"
6586,"Fencing","athens-2004","épée individual women","Women","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/timea-nagy-1","Timea NAGY","Hungary","HU","HUN"
6587,"Fencing","athens-2004","épée individual women","Women","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/laura-flessel-colovic","Laura FLESSEL-COLOVIC","France","FR","FRA"
6588,"Fencing","athens-2004","épée individual women","Women","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/maureen-nisima","Maureen NISIMA","France","FR","FRA"
6589,"Fencing","athens-2004","foil individual men","Men","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/brice-guyart","Brice GUYART","France","FR","FRA"
6590,"Fencing","athens-2004","foil individual men","Men","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/salvatore-sanzo","Salvatore SANZO","Italy","IT","ITA"
6591,"Fencing","athens-2004","foil individual men","Men","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/andrea-cassara","Andrea CASSARA","Italy","IT","ITA"
6592,"Fencing","athens-2004","épée team women","Women","GOLD","GameTeam","Russian Federation team",NULL,NULL,"Russian Federation","RU","RUS"
6593,"Fencing","athens-2004","épée team women","Women","SILVER","GameTeam","Germany team",NULL,NULL,"Germany","DE","GER"
6594,"Fencing","athens-2004","épée team women","Women","BRONZE","GameTeam","France team",NULL,NULL,"France","FR","FRA"
6595,"Fencing","athens-2004","foil team men","Men","GOLD","GameTeam","Italy team",NULL,NULL,"Italy","IT","ITA"
6596,"Fencing","athens-2004","foil team men","Men","SILVER","GameTeam","People's Republic of China team",NULL,NULL,"People's Republic of China","CN","CHN"
6597,"Fencing","athens-2004","foil team men","Men","BRONZE","GameTeam","Russian Federation team",NULL,NULL,"Russian Federation","RU","RUS"
6598,"Canoe Slalom","athens-2004","K1 kayak single men","Men","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/benoit-peschier","Benoit PESCHIER","France","FR","FRA"
6599,"Canoe Slalom","athens-2004","K1 kayak single men","Men","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/campbell-walsh","Campbell WALSH","Great Britain","GB","GBR"
6600,"Canoe Slalom","athens-2004","K1 kayak single men","Men","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/fabien-lefevre","Fabien LEFEVRE","France","FR","FRA"
6601,"Canoe Slalom","athens-2004","C1 canoe single men","Men","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/tony-estanguet","Tony ESTANGUET","France","FR","FRA"
6602,"Canoe Slalom","athens-2004","C1 canoe single men","Men","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/michal-martikan","Michal MARTIKAN","Slovakia","SK","SVK"
6603,"Canoe Slalom","athens-2004","C1 canoe single men","Men","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/stefan-pfannmoeller","Stefan PFANNMOELLER","Germany","DE","GER"
6604,"Canoe Slalom","athens-2004","K1 kayak single women","Women","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/elena-kaliska","Elena KALISKA","Slovakia","SK","SVK"
6605,"Canoe Slalom","athens-2004","K1 kayak single women","Women","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/rebecca-giddens","Rebecca GIDDENS","United States of America","US","USA"
6606,"Canoe Slalom","athens-2004","K1 kayak single women","Women","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/helen-reeves","Helen REEVES","Great Britain","GB","GBR"
6607,"Canoe Slalom","athens-2004","C2 canoe double men","Men","GOLD","GameTeam","Slovakia team","https://olympics.com/en/athletes/pavol-hochschorner","Pavol HOCHSCHORNER","Slovakia","SK","SVK"
6608,"Canoe Slalom","athens-2004","C2 canoe double men","Men","GOLD","GameTeam","Slovakia team","https://olympics.com/en/athletes/peter-hochschorner","Peter HOCHSCHORNER","Slovakia","SK","SVK"
6609,"Canoe Slalom","athens-2004","C2 canoe double men","Men","SILVER","GameTeam","Germany team #1","https://olympics.com/en/athletes/marcus-becker","Marcus BECKER","Germany","DE","GER"
6610,"Canoe Slalom","athens-2004","C2 canoe double men","Men","SILVER","GameTeam","Germany team #1","https://olympics.com/en/athletes/stefan-henze","Stefan HENZE","Germany","DE","GER"
6611,"Canoe Slalom","athens-2004","C2 canoe double men","Men","BRONZE","GameTeam","Czech Republic team #1","https://olympics.com/en/athletes/jaroslav-volf","Jaroslav VOLF","Czech Republic","CZ","CZE"
6612,"Canoe Slalom","athens-2004","C2 canoe double men","Men","BRONZE","GameTeam","Czech Republic team #1","https://olympics.com/en/athletes/ondrej-stepanek","Ondrej STEPANEK","Czech Republic","CZ","CZE"
6613,"Boxing","athens-2004","54-57kg featherweight men","Men","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/alexey-tishchenko","Alexey TISHCHENKO","Russian Federation","RU","RUS"
6614,"Boxing","athens-2004","54-57kg featherweight men","Men","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/song-guk-kim-1","Song Guk KIM","Democratic People's Republic of Korea","KP","PRK"
6615,"Boxing","athens-2004","54-57kg featherweight men","Men","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/vitali-tajbert","Vitali TAJBERT","Germany","DE","GER"
6616,"Boxing","athens-2004","54-57kg featherweight men","Men","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/seok-hwan-jo","Seok Hwan JO","Republic of Korea","KR","KOR"
6617,"Boxing","athens-2004","64 - 69 kg men","Men","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/bakhtiyar-artayev","Bakhtiyar ARTAYEV","Kazakhstan","KZ","KAZ"
6618,"Boxing","athens-2004","64 - 69 kg men","Men","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/lorenzo-aragon","Lorenzo ARAGON","Cuba","CU","CUB"
6619,"Boxing","athens-2004","64 - 69 kg men","Men","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/jungjoo-kim","Jungjoo KIM","Republic of Korea","KR","KOR"
6620,"Boxing","athens-2004","64 - 69 kg men","Men","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/oleg-saitov","Oleg SAITOV","Russian Federation","RU","RUS"
6621,"Boxing","athens-2004","48kg light flywieght men","Men","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/yan-bhartelemy-varela","Yan BHARTELEMY VARELA","Cuba","CU","CUB"
6622,"Boxing","athens-2004","48kg light flywieght men","Men","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/atagun-yalcinkaya","Atagun YALCINKAYA","Turkey","TR","TUR"
6623,"Boxing","athens-2004","48kg light flywieght men","Men","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/sergey-kazakov","Sergey KAZAKOV","Russian Federation","RU","RUS"
6624,"Boxing","athens-2004","48kg light flywieght men","Men","BRONZE","Athlete",NULL,"https://olympics.com/en/athletes/shiming-zou","Shiming ZOU","People's Republic of China","CN","CHN"
6625,"Boxing","athens-2004","57-60kg lightweight men","Men","GOLD","Athlete",NULL,"https://olympics.com/en/athletes/mario-cesar-kindelan-mesa","Mario Cesar KINDELAN MESA","Cuba","CU","CUB"
6626,"Boxing","athens-2004","57-60kg lightweight men","Men","SILVER","Athlete",NULL,"https://olympics.com/en/athletes/amir-khan","Amir KHAN","Great Britain","GB","GBR"
